"user_id","session_id","region","device_type","event_id","event_order","event_type","event_time","book_id","book_genre","subscription_plan"
8,"8_433","North America","Web",97,11,"subscription_purchased",2025-01-17 08:33:10,NA,NA,"basic"
8,"8_440","North America","Web",101,12,"book_viewed",2025-01-18 06:01:06,1042,"Mystery",NA
8,"8_50","North America","Web",108,13,"app_opened",2025-01-18 10:08:12,NA,NA,NA
8,"8_99","North America","Web",112,14,"search_performed",2025-01-19 04:58:48,NA,NA,NA
8,"8_126","North America","Web",114,15,"search_performed",2025-01-19 12:15:51,NA,NA,NA
8,"8_290","North America","Web",105,16,"search_performed",2025-01-20 08:49:13,NA,NA,NA
8,"8_675","North America","Web",110,17,"app_opened",2025-01-21 12:01:31,NA,NA,NA
8,"8_307","North America","Web",100,18,"book_completed",2025-01-28 00:15:27,1053,"Fiction",NA
8,"8_99","North America","Web",113,19,"search_performed",2025-01-30 06:17:06,NA,NA,NA
9,"9_592","South America","Web",117,1,"app_opened",2025-01-01 05:41:14,NA,NA,NA
9,"9_119","South America","Web",121,2,"app_opened",2025-01-05 10:41:39,NA,NA,NA
9,"9_278","South America","Web",115,3,"book_started",2025-01-05 10:44:14,1021,"Fiction",NA
9,"9_833","South America","Web",122,4,"book_started",2025-01-08 22:10:47,1005,"Sci-Fi",NA
9,"9_29","South America","Web",123,5,"app_opened",2025-01-14 08:21:30,NA,NA,NA
9,"9_437","South America","Web",118,6,"app_opened",2025-01-19 17:40:49,NA,NA,NA
9,"9_417","South America","Web",120,7,"search_performed",2025-01-20 03:47:41,NA,NA,NA
9,"9_400","South America","Web",116,8,"book_started",2025-01-20 13:42:23,1020,"Mystery",NA
9,"9_438","South America","Web",124,9,"app_opened",2025-01-27 07:28:19,NA,NA,NA
9,"9_287","South America","Web",119,10,"book_completed",2025-01-28 06:52:10,1030,"Fiction",NA
10,"10_776","North America","Web",125,1,"search_performed",2025-01-03 04:04:26,NA,NA,NA
10,"10_84","North America","Web",132,2,"book_started",2025-01-06 04:09:17,1025,"Sci-Fi",NA
10,"10_184","North America","Web",139,3,"book_completed",2025-01-06 12:06:54,1078,"Non-Fiction",NA
10,"10_733","North America","Web",135,4,"book_viewed",2025-01-06 14:50:15,1061,"Sci-Fi",NA
10,"10_457","North America","Web",128,5,"search_performed",2025-01-08 19:27:49,NA,NA,NA
10,"10_690","North America","Web",137,6,"app_opened",2025-01-12 01:43:38,NA,NA,NA
10,"10_616","North America","Web",136,7,"book_started",2025-01-14 06:37:15,1069,"Non-Fiction",NA
10,"10_507","North America","Web",126,8,"app_opened",2025-01-14 14:07:47,NA,NA,NA
10,"10_123","North America","Web",131,9,"app_opened",2025-01-19 07:44:51,NA,NA,NA
10,"10_915","North America","Web",138,10,"app_opened",2025-01-21 07:04:16,NA,NA,NA
10,"10_94","North America","Web",129,11,"app_opened",2025-01-26 04:14:41,NA,NA,NA
10,"10_459","North America","Web",127,12,"app_opened",2025-01-26 05:51:18,NA,NA,NA
10,"10_560","North America","Web",134,13,"app_opened",2025-01-26 22:49:25,NA,NA,NA
10,"10_504","North America","Web",130,14,"search_performed",2025-01-28 06:05:27,NA,NA,NA
10,"10_24","North America","Web",133,15,"book_viewed",2025-01-29 14:08:16,1053,"Mystery",NA
11,"11_829","South America","iOS",145,1,"book_started",2025-01-01 05:50:15,1072,"Non-Fiction",NA
11,"11_610","South America","iOS",150,2,"app_opened",2025-01-01 11:44:26,NA,NA,NA
11,"11_774","South America","iOS",140,3,"app_opened",2025-01-03 15:28:04,NA,NA,NA
11,"11_473","South America","iOS",144,4,"book_completed",2025-01-07 00:51:11,1044,"Sci-Fi",NA
11,"11_160","South America","iOS",143,5,"app_opened",2025-01-09 18:17:33,NA,NA,NA
11,"11_680","South America","iOS",154,6,"subscription_purchased",2025-01-10 12:00:01,NA,NA,"basic"
11,"11_314","South America","iOS",156,7,"app_opened",2025-01-13 12:44:47,NA,NA,NA
11,"11_449","South America","iOS",158,8,"book_started",2025-01-15 22:57:13,1034,"Sci-Fi",NA
11,"11_478","South America","iOS",148,9,"app_opened",2025-01-16 03:22:41,NA,NA,NA
11,"11_419","South America","iOS",146,10,"app_opened",2025-01-17 22:58:33,NA,NA,NA
11,"11_246","South America","iOS",149,11,"app_opened",2025-01-20 00:24:19,NA,NA,NA
11,"11_928","South America","iOS",152,12,"search_performed",2025-01-20 04:52:24,NA,NA,NA
11,"11_243","South America","iOS",153,13,"search_performed",2025-01-21 12:45:53,NA,NA,NA
11,"11_573","South America","iOS",141,14,"book_viewed",2025-01-22 03:45:31,1084,"Mystery",NA
11,"11_4","South America","iOS",142,15,"search_performed",2025-01-22 23:35:42,NA,NA,NA
11,"11_974","South America","iOS",157,16,"book_started",2025-01-26 15:42:38,1020,"Sci-Fi",NA
11,"11_653","South America","iOS",155,17,"search_performed",2025-01-27 22:02:15,NA,NA,NA
11,"11_248","South America","iOS",151,18,"search_performed",2025-01-28 21:56:28,NA,NA,NA
11,"11_598","South America","iOS",147,19,"book_started",2025-01-29 23:26:53,1033,"Fiction",NA
12,"12_100","South America","Android",159,1,"search_performed",2025-01-02 10:38:28,NA,NA,NA
12,"12_277","South America","Android",160,2,"search_performed",2025-01-16 08:24:30,NA,NA,NA
12,"12_376","South America","Android",163,3,"book_started",2025-01-27 10:13:19,1035,"Non-Fiction",NA
12,"12_816","South America","Android",161,4,"app_opened",2025-01-28 12:18:49,NA,NA,NA
12,"12_858","South America","Android",162,5,"subscription_purchased",2025-01-30 01:52:10,NA,NA,"basic"
13,"13_75","South America","Android",169,1,"app_opened",2025-01-03 19:56:13,NA,NA,NA
13,"13_64","South America","Android",170,2,"search_performed",2025-01-08 13:02:11,NA,NA,NA
13,"13_264","South America","Android",175,3,"search_performed",2025-01-08 20:53:37,NA,NA,NA
13,"13_407","South America","Android",166,4,"app_opened",2025-01-13 08:56:02,NA,NA,NA
13,"13_505","South America","Android",173,5,"app_opened",2025-01-16 17:48:35,NA,NA,NA
13,"13_22","South America","Android",176,6,"book_completed",2025-01-18 10:32:38,1007,"Sci-Fi",NA
13,"13_209","South America","Android",165,7,"book_started",2025-01-24 14:48:48,1042,"Fiction",NA
13,"13_284","South America","Android",168,8,"app_opened",2025-01-26 03:01:55,NA,NA,NA
13,"13_555","South America","Android",167,9,"app_opened",2025-01-26 22:06:32,NA,NA,NA
13,"13_1000","South America","Android",164,10,"book_started",2025-01-28 09:48:30,1046,"Mystery",NA
13,"13_272","South America","Android",172,11,"search_performed",2025-01-29 08:54:17,NA,NA,NA
13,"13_552","South America","Android",171,12,"subscription_purchased",2025-01-29 12:13:09,NA,NA,"premium"
13,"13_515","South America","Android",174,13,"subscription_purchased",2025-01-29 14:43:37,NA,NA,"premium"
14,"14_93","Asia","Android",188,1,"book_completed",2025-01-01 17:01:16,1028,"Sci-Fi",NA
14,"14_205","Asia","Android",186,2,"book_started",2025-01-04 20:51:17,1038,"Mystery",NA
14,"14_754","Asia","Android",178,3,"search_performed",2025-01-05 09:46:33,NA,NA,NA
14,"14_803","Asia","Android",185,4,"search_performed",2025-01-12 05:11:28,NA,NA,NA
14,"14_232","Asia","Android",179,5,"search_performed",2025-01-14 02:57:08,NA,NA,NA
14,"14_584","Asia","Android",187,6,"book_viewed",2025-01-16 20:31:10,1084,"Non-Fiction",NA
14,"14_668","Asia","Android",180,7,"app_opened",2025-01-19 08:15:30,NA,NA,NA
14,"14_622","Asia","Android",177,8,"app_opened",2025-01-20 04:21:15,NA,NA,NA
14,"14_197","Asia","Android",182,9,"book_started",2025-01-20 06:11:05,1035,"Mystery",NA
14,"14_771","Asia","Android",183,10,"book_started",2025-01-20 18:32:13,1025,"Sci-Fi",NA
14,"14_459","Asia","Android",181,11,"book_started",2025-01-22 07:25:54,1039,"Fiction",NA
14,"14_212","Asia","Android",184,12,"search_performed",2025-01-30 01:25:52,NA,NA,NA
15,"15_180","Europe","Android",196,1,"app_opened",2025-01-03 08:52:13,NA,NA,NA
15,"15_13","Europe","Android",195,2,"app_opened",2025-01-12 22:33:54,NA,NA,NA
15,"15_79","Europe","Android",189,3,"search_performed",2025-01-19 09:08:10,NA,NA,NA
15,"15_699","Europe","Android",191,4,"search_performed",2025-01-19 17:19:02,NA,NA,NA
15,"15_36","Europe","Android",197,5,"book_viewed",2025-01-19 21:00:15,1018,"Fiction",NA
15,"15_408","Europe","Android",194,6,"book_started",2025-01-20 06:09:46,1052,"Fiction",NA
15,"15_997","Europe","Android",198,7,"book_started",2025-01-24 12:51:01,1018,"Non-Fiction",NA
15,"15_706","Europe","Android",193,8,"book_viewed",2025-01-25 04:50:52,1036,"Non-Fiction",NA
15,"15_727","Europe","Android",190,9,"search_performed",2025-01-27 17:14:41,NA,NA,NA
15,"15_724","Europe","Android",192,10,"book_started",2025-01-30 23:30:47,1031,"Sci-Fi",NA
16,"16_844","Asia","Web",206,1,"app_opened",2025-01-01 01:27:09,NA,NA,NA
16,"16_390","Asia","Web",205,2,"app_opened",2025-01-03 10:41:15,NA,NA,NA
16,"16_971","Asia","Web",211,3,"app_opened",2025-01-03 11:21:44,NA,NA,NA
16,"16_658","Asia","Web",203,4,"book_viewed",2025-01-03 20:49:31,1027,"Sci-Fi",NA
16,"16_280","Asia","Web",215,5,"book_started",2025-01-04 00:10:29,1019,"Fiction",NA
16,"16_506","Asia","Web",214,6,"search_performed",2025-01-04 20:37:27,NA,NA,NA
16,"16_41","Asia","Web",213,7,"search_performed",2025-01-05 08:14:10,NA,NA,NA
16,"16_184","Asia","Web",217,8,"app_opened",2025-01-07 15:13:18,NA,NA,NA
16,"16_619","Asia","Web",210,9,"app_opened",2025-01-09 01:32:09,NA,NA,NA
16,"16_874","Asia","Web",207,10,"book_viewed",2025-01-16 14:49:56,1097,"Fiction",NA
16,"16_417","Asia","Web",216,11,"subscription_purchased",2025-01-17 17:40:25,NA,NA,"basic"
16,"16_699","Asia","Web",208,12,"app_opened",2025-01-17 17:46:53,NA,NA,NA
16,"16_696","Asia","Web",204,13,"app_opened",2025-01-22 01:29:49,NA,NA,NA
16,"16_634","Asia","Web",212,14,"app_opened",2025-01-23 04:58:27,NA,NA,NA
16,"16_596","Asia","Web",201,15,"app_opened",2025-01-23 16:38:12,NA,NA,NA
16,"16_417","Asia","Web",200,16,"book_viewed",2025-01-24 13:36:58,1012,"Fiction",NA
16,"16_860","Asia","Web",202,17,"book_viewed",2025-01-24 19:57:57,1020,"Mystery",NA
16,"16_916","Asia","Web",199,18,"book_completed",2025-01-26 23:43:05,1043,"Non-Fiction",NA
16,"16_939","Asia","Web",209,19,"search_performed",2025-01-28 19:07:19,NA,NA,NA
17,"17_17","South America","Android",219,1,"search_performed",2025-01-10 19:41:25,NA,NA,NA
17,"17_15","South America","Android",222,2,"book_viewed",2025-01-17 09:31:35,1047,"Non-Fiction",NA
17,"17_740","South America","Android",218,3,"app_opened",2025-01-18 13:51:50,NA,NA,NA
17,"17_203","South America","Android",224,4,"book_viewed",2025-01-18 22:11:33,1043,"Mystery",NA
17,"17_163","South America","Android",226,5,"search_performed",2025-01-21 21:32:41,NA,NA,NA
17,"17_495","South America","Android",220,6,"book_viewed",2025-01-25 02:25:58,1018,"Mystery",NA
17,"17_8","South America","Android",221,7,"book_viewed",2025-01-27 06:13:29,1009,"Sci-Fi",NA
17,"17_913","South America","Android",225,8,"app_opened",2025-01-28 04:07:55,NA,NA,NA
17,"17_237","South America","Android",223,9,"app_opened",2025-01-29 05:24:04,NA,NA,NA
18,"18_327","Europe","iOS",227,1,"book_started",2025-01-02 16:47:04,1099,"Fiction",NA
18,"18_3","Europe","iOS",229,2,"subscription_purchased",2025-01-06 19:02:15,NA,NA,"premium"
18,"18_956","Europe","iOS",231,3,"book_viewed",2025-01-10 08:16:43,1065,"Non-Fiction",NA
18,"18_678","Europe","iOS",230,4,"book_started",2025-01-20 17:31:35,1052,"Fiction",NA
18,"18_763","Europe","iOS",228,5,"search_performed",2025-01-24 10:01:02,NA,NA,NA
19,"19_230","North America","iOS",235,1,"search_performed",2025-01-05 16:01:43,NA,NA,NA
19,"19_472","North America","iOS",241,2,"app_opened",2025-01-09 17:27:54,NA,NA,NA
19,"19_916","North America","iOS",239,3,"app_opened",2025-01-11 12:47:32,NA,NA,NA
19,"19_464","North America","iOS",234,4,"app_opened",2025-01-12 05:43:35,NA,NA,NA
19,"19_471","North America","iOS",240,5,"search_performed",2025-01-12 08:05:25,NA,NA,NA
19,"19_934","North America","iOS",233,6,"search_performed",2025-01-13 03:36:26,NA,NA,NA
19,"19_87","North America","iOS",232,7,"book_viewed",2025-01-16 13:54:23,1047,"Fiction",NA
19,"19_612","North America","iOS",236,8,"search_performed",2025-01-17 11:26:29,NA,NA,NA
19,"19_853","North America","iOS",237,9,"app_opened",2025-01-17 12:01:18,NA,NA,NA
19,"19_735","North America","iOS",238,10,"subscription_purchased",2025-01-25 16:59:59,NA,NA,"basic"
19,"19_137","North America","iOS",242,11,"subscription_purchased",2025-01-30 00:37:38,NA,NA,"basic"
19,"19_976","North America","iOS",243,12,"search_performed",2025-01-30 03:30:52,NA,NA,NA
20,"20_365","South America","iOS",245,1,"book_started",2025-01-09 20:20:53,1003,"Mystery",NA
20,"20_693","South America","iOS",244,2,"search_performed",2025-01-18 09:03:09,NA,NA,NA
20,"20_801","South America","iOS",249,3,"app_opened",2025-01-19 21:45:37,NA,NA,NA
20,"20_697","South America","iOS",250,4,"book_viewed",2025-01-20 19:15:47,1093,"Fiction",NA
20,"20_525","South America","iOS",246,5,"search_performed",2025-01-26 06:14:40,NA,NA,NA
20,"20_726","South America","iOS",247,6,"search_performed",2025-01-29 03:37:42,NA,NA,NA
20,"20_921","South America","iOS",248,7,"app_opened",2025-01-30 03:01:31,NA,NA,NA
21,"21_167","Asia","Android",251,1,"app_opened",2025-01-01 02:35:00,NA,NA,NA
21,"21_50","Asia","Android",256,2,"app_opened",2025-01-07 02:18:10,NA,NA,NA
21,"21_573","Asia","Android",263,3,"search_performed",2025-01-08 07:52:14,NA,NA,NA
21,"21_445","Asia","Android",259,4,"app_opened",2025-01-09 04:01:52,NA,NA,NA
21,"21_192","Asia","Android",255,5,"book_started",2025-01-09 12:37:48,1021,"Mystery",NA
21,"21_379","Asia","Android",262,6,"book_viewed",2025-01-13 20:38:45,1092,"Non-Fiction",NA
21,"21_718","Asia","Android",253,7,"app_opened",2025-01-17 16:31:43,NA,NA,NA
21,"21_93","Asia","Android",260,8,"book_started",2025-01-20 23:03:01,1068,"Fiction",NA
21,"21_596","Asia","Android",257,9,"book_completed",2025-01-26 00:09:59,1015,"Mystery",NA
21,"21_461","Asia","Android",258,10,"app_opened",2025-01-27 14:14:13,NA,NA,NA
21,"21_869","Asia","Android",261,11,"book_started",2025-01-28 12:04:14,1043,"Fiction",NA
21,"21_966","Asia","Android",254,12,"search_performed",2025-01-29 02:28:46,NA,NA,NA
21,"21_600","Asia","Android",252,13,"subscription_purchased",2025-01-29 18:42:59,NA,NA,"premium"
22,"22_642","Europe","Android",270,1,"book_viewed",2025-01-02 02:39:59,1016,"Mystery",NA
22,"22_900","Europe","Android",274,2,"app_opened",2025-01-04 19:41:41,NA,NA,NA
22,"22_197","Europe","Android",268,3,"book_started",2025-01-08 23:07:17,1032,"Mystery",NA
22,"22_901","Europe","Android",265,4,"app_opened",2025-01-10 19:00:24,NA,NA,NA
22,"22_240","Europe","Android",275,5,"book_started",2025-01-11 15:31:43,1089,"Mystery",NA
22,"22_308","Europe","Android",269,6,"app_opened",2025-01-14 01:07:15,NA,NA,NA
22,"22_748","Europe","Android",264,7,"book_viewed",2025-01-14 22:07:27,1057,"Non-Fiction",NA
22,"22_638","Europe","Android",267,8,"app_opened",2025-01-19 05:10:16,NA,NA,NA
22,"22_802","Europe","Android",276,9,"subscription_purchased",2025-01-19 21:14:19,NA,NA,"basic"
22,"22_678","Europe","Android",273,10,"book_viewed",2025-01-19 22:13:24,1080,"Fiction",NA
22,"22_181","Europe","Android",271,11,"app_opened",2025-01-21 19:07:12,NA,NA,NA
22,"22_542","Europe","Android",272,12,"book_viewed",2025-01-22 03:17:46,1092,"Mystery",NA
22,"22_567","Europe","Android",266,13,"book_started",2025-01-30 00:35:03,1034,"Fiction",NA
23,"23_843","South America","Web",277,1,"app_opened",2025-01-01 20:06:50,NA,NA,NA
23,"23_542","South America","Web",285,2,"search_performed",2025-01-02 00:43:48,NA,NA,NA
23,"23_463","South America","Web",279,3,"search_performed",2025-01-12 02:26:24,NA,NA,NA
23,"23_87","South America","Web",281,4,"search_performed",2025-01-12 08:32:25,NA,NA,NA
23,"23_738","South America","Web",280,5,"app_opened",2025-01-15 09:36:36,NA,NA,NA
23,"23_49","South America","Web",284,6,"book_viewed",2025-01-19 05:12:14,1095,"Fiction",NA
23,"23_301","South America","Web",283,7,"book_started",2025-01-20 23:55:08,1003,"Fiction",NA
23,"23_238","South America","Web",282,8,"book_viewed",2025-01-27 08:45:00,1017,"Fiction",NA
23,"23_999","South America","Web",278,9,"app_opened",2025-01-29 02:33:08,NA,NA,NA
24,"24_823","Asia","Web",303,1,"book_viewed",2025-01-03 13:26:34,1017,"Fiction",NA
24,"24_795","Asia","Web",290,2,"search_performed",2025-01-08 02:59:51,NA,NA,NA
24,"24_900","Asia","Web",286,3,"search_performed",2025-01-09 12:14:24,NA,NA,NA
24,"24_936","Asia","Web",295,4,"subscription_purchased",2025-01-09 16:24:35,NA,NA,"premium"
24,"24_981","Asia","Web",289,5,"search_performed",2025-01-12 07:44:38,NA,NA,NA
24,"24_593","Asia","Web",298,6,"app_opened",2025-01-14 19:45:13,NA,NA,NA
24,"24_802","Asia","Web",302,7,"app_opened",2025-01-14 19:57:30,NA,NA,NA
